Date;Type;id_route;id_naryad;id_part;id_car;id_stop;time_arr;time_dep;count_flights;move_time;to_depot
05.12.2022;19 Трамваи;19;2;1;5104 (тм);ж/д Старая деревня;05.12.2022 6:04:00;05.12.2022 6:05:00;1,00;;Да
05.12.2022;19 Трамваи;19;2;1;5104 (тм);ж/д Старая деревня;05.12.2022 12:32:00;05.12.2022 12:33:00;;19;Да
05.12.2022;19 Трамваи;19;2;2;5104 (тм);ж/д Старая деревня;05.12.2022 17:19:00;05.12.2022 17:20:00;1,00;;Да
05.12.2022;19 Трамваи;19;2;2;5104 (тм);ж/д Старая деревня;06.12.2022 0:33:00;06.12.2022 0:34:00;;18;Да
05.12.2022;19 Трамваи;19;3;1;5306 (тм);ж/д Старая деревня;05.12.2022 6:18:00;05.12.2022 6:19:00;1,00;;Да
05.12.2022;19 Трамваи;19;3;2;5306 (тм);ж/д Старая деревня;05.12.2022 21:52:00;05.12.2022 21:53:00;;18;Да
05.12.2022;19 Трамваи;19;4;1;5303 (тм);ж/д Старая деревня;05.12.2022 7:07:00;05.12.2022 7:08:00;1,00;;Да
05.12.2022;19 Трамваи;19;4;2;5303 (тм);ж/д Старая деревня;06.12.2022 0:19:00;06.12.2022 0:20:00;;18;Да
05.12.2022;19 Трамваи;19;5;2;5302 (тм);ж/д Старая деревня;05.12.2022 17:34:00;05.12.2022 17:35:00;1,00;;Да
05.12.2022;19 Трамваи;19;5;2;5302 (тм);ж/д Старая деревня;06.12.2022 0:47:00;06.12.2022 0:48:00;;18;Да
06.12.2022;19 Трамваи;19;1;1;5303 (тм);ж/д Старая деревня;06.12.2022 5:51:00;06.12.2022 5:52:00;1,00;;Да
06.12.2022;19 Трамваи;19;1;2;5303 (тм);ж/д Старая деревня;06.12.2022 22:13:00;06.12.2022 22:14:00;;18;Да
06.12.2022;19 Трамваи;19;2;1;5120 (тм);ж/д Старая деревня;06.12.2022 6:04:00;06.12.2022 6:05:00;1,00;;Да
06.12.2022;19 Трамваи;19;2;1;5120 (тм);ж/д Старая деревня;06.12.2022 12:32:00;06.12.2022 12:33:00;;19;Да
06.12.2022;19 Трамваи;19;2;2;5120 (тм);ж/д Старая деревня;06.12.2022 17:19:00;06.12.2022 17:20:00;1,00;;Да
06.12.2022;19 Трамваи;19;2;2;5120 (тм);ж/д Старая деревня;07.12.2022 0:33:00;07.12.2022 0:34:00;;18;Да
06.12.2022;19 Трамваи;19;3;2;5679 (тм);ж/д Старая деревня;06.12.2022 21:46:00;06.12.2022 21:47:00;;18;Да
06.12.2022;19 Трамваи;19;4;1;5109 (тм);ж/д Старая деревня;06.12.2022 7:07:00;06.12.2022 7:08:00;1,00;;Да
06.12.2022;19 Трамваи;19;4;2;5109 (тм);ж/д Старая деревня;07.12.2022 0:19:00;07.12.2022 0:20:00;;18;Да
06.12.2022;19 Трамваи;19;5;2;5306 (тм);ж/д Старая деревня;06.12.2022 17:34:00;06.12.2022 17:35:00;1,00;;Да
06.12.2022;19 Трамваи;19;5;2;5306 (тм);ж/д Старая деревня;07.12.2022 0:47:00;07.12.2022 0:48:00;;18;Да
06.12.2022;19 Трамваи;19;3;1;5679 (тм);ж/д Старая деревня;06.12.2022 6:45:00;06.12.2022 6:46:00;1,00;;Да
07.12.2022;19 Трамваи;19;1;1;5301 (тм);ж/д Старая деревня;07.12.2022 5:51:00;07.12.2022 5:52:00;1,00;;Да
07.12.2022;19 Трамваи;19;1;2;5301 (тм);ж/д Старая деревня;07.12.2022 22:13:00;07.12.2022 22:14:00;;18;Да
07.12.2022;19 Трамваи;19;2;1;5305 (тм);ж/д Старая деревня;07.12.2022 6:04:00;07.12.2022 6:05:00;1,00;;Да
07.12.2022;19 Трамваи;19;2;1;5305 (тм);ж/д Старая деревня;07.12.2022 12:32:00;07.12.2022 12:33:00;;19;Да
07.12.2022;19 Трамваи;19;2;2;5305 (тм);ж/д Старая деревня;07.12.2022 17:19:00;07.12.2022 17:20:00;1,00;;Да
07.12.2022;19 Трамваи;19;2;2;5305 (тм);ж/д Старая деревня;08.12.2022 0:33:00;08.12.2022 0:34:00;;18;Да
07.12.2022;19 Трамваи;19;3;1;5063 (тм);ж/д Старая деревня;07.12.2022 6:18:00;07.12.2022 6:19:00;1,00;;Да
07.12.2022;19 Трамваи;19;3;2;5063 (тм);ж/д Старая деревня;07.12.2022 21:46:00;07.12.2022 21:47:00;;18;Да
07.12.2022;19 Трамваи;19;4;1;5006 (тм);ж/д Старая деревня;07.12.2022 7:07:00;07.12.2022 7:08:00;1,00;;Да
07.12.2022;19 Трамваи;19;4;2;5006 (тм);ж/д Старая деревня;08.12.2022 0:19:00;08.12.2022 0:20:00;;18;Да
07.12.2022;19 Трамваи;19;5;2;5128 (тм);ж/д Старая деревня;07.12.2022 17:34:00;07.12.2022 17:35:00;1,00;;Да
07.12.2022;19 Трамваи;19;5;2;5128 (тм);ж/д Старая деревня;08.12.2022 0:47:00;08.12.2022 0:48:00;;18;Да
08.12.2022;19 Трамваи;19;1;1;5104 (тм);ж/д Старая деревня;08.12.2022 5:51:00;08.12.2022 5:52:00;1,00;;Да
08.12.2022;19 Трамваи;19;1;2;5104 (тм);ж/д Старая деревня;08.12.2022 22:13:00;08.12.2022 22:14:00;;18;Да
08.12.2022;19 Трамваи;19;2;1;5306 (тм);ж/д Старая деревня;08.12.2022 6:04:00;08.12.2022 6:05:00;1,00;;Да
08.12.2022;19 Трамваи;19;2;1;5306 (тм);ж/д Старая деревня;08.12.2022 12:32:00;08.12.2022 12:33:00;;19;Да
08.12.2022;19 Трамваи;19;2;2;5306 (тм);ж/д Старая деревня;08.12.2022 17:19:00;08.12.2022 17:20:00;1,00;;Да
08.12.2022;19 Трамваи;19;2;2;5306 (тм);ж/д Старая деревня;09.12.2022 0:33:00;09.12.2022 0:34:00;;18;Да
08.12.2022;19 Трамваи;19;3;1;5303 (тм);ж/д Старая деревня;08.12.2022 6:18:00;08.12.2022 6:19:00;1,00;;Да
08.12.2022;19 Трамваи;19;3;2;5303 (тм);ж/д Старая деревня;08.12.2022 21:46:00;08.12.2022 21:47:00;;18;Да
08.12.2022;19 Трамваи;19;4;1;5063 (тм);ж/д Старая деревня;08.12.2022 7:07:00;08.12.2022 7:08:00;1,00;;Да
08.12.2022;19 Трамваи;19;4;2;5063 (тм);ж/д Старая деревня;09.12.2022 0:19:00;09.12.2022 0:20:00;;18;Да
08.12.2022;19 Трамваи;19;5;2;5301 (тм);ж/д Старая деревня;08.12.2022 17:34:00;08.12.2022 17:35:00;1,00;;Да
08.12.2022;19 Трамваи;19;5;2;5301 (тм);ж/д Старая деревня;09.12.2022 0:47:00;09.12.2022 0:48:00;;18;Да
09.12.2022;19 Трамваи;19;1;1;5303 (тм);ж/д Старая деревня;09.12.2022 5:51:00;09.12.2022 5:52:00;1,00;;Да
09.12.2022;19 Трамваи;19;1;2;5303 (тм);ж/д Старая деревня;09.12.2022 22:13:00;09.12.2022 22:14:00;;18;Да
09.12.2022;19 Трамваи;19;2;1;5029 (тм);ж/д Старая деревня;09.12.2022 6:04:00;09.12.2022 6:05:00;1,00;;Да
09.12.2022;19 Трамваи;19;2;1;5029 (тм);ж/д Старая деревня;09.12.2022 12:32:00;09.12.2022 12:33:00;;19;Да
09.12.2022;19 Трамваи;19;3;1;5104 (тм);ж/д Старая деревня;09.12.2022 6:18:00;09.12.2022 6:19:00;1,00;;Да
09.12.2022;19 Трамваи;19;3;2;5104 (тм);ж/д Старая деревня;09.12.2022 21:46:00;09.12.2022 21:47:00;;18;Да
09.12.2022;19 Трамваи;19;4;1;5304 (тм);ж/д Старая деревня;09.12.2022 7:07:00;09.12.2022 7:08:00;1,00;;Да
09.12.2022;19 Трамваи;19;4;2;5304 (тм);ж/д Старая деревня;10.12.2022 0:19:00;10.12.2022 0:20:00;;18;Да
09.12.2022;19 Трамваи;19;5;2;5301 (тм);ж/д Старая деревня;09.12.2022 18:21:00;09.12.2022 18:22:00;1,00;;Да
09.12.2022;19 Трамваи;19;5;2;5301 (тм);ж/д Старая деревня;10.12.2022 0:47:00;10.12.2022 0:48:00;;18;Да
09.12.2022;19 Трамваи;19;2;2;5029 (тм);ж/д Старая деревня;09.12.2022 18:14:00;09.12.2022 18:15:00;1,00;;Да
09.12.2022;19 Трамваи;19;2;2;5029 (тм);ж/д Старая деревня;10.12.2022 0:33:00;10.12.2022 0:34:00;;18;Да
10.12.2022;19 Трамваи;19;1;1;5303 (тм);ж/д Старая деревня;10.12.2022 7:30:00;10.12.2022 7:31:00;1,00;;Да
10.12.2022;19 Трамваи;19;1;2;5303 (тм);ж/д Старая деревня;10.12.2022 23:31:00;10.12.2022 23:32:00;;18;Да
10.12.2022;19 Трамваи;19;2;1;5119 (тм);ж/д Старая деревня;10.12.2022 7:50:00;10.12.2022 7:51:00;1,00;;Да
10.12.2022;19 Трамваи;19;2;2;5119 (тм);ж/д Старая деревня;10.12.2022 23:18:00;10.12.2022 23:19:00;;18;Да
10.12.2022;19 Трамваи;19;3;1;5302 (тм);ж/д Старая деревня;10.12.2022 8:21:00;10.12.2022 8:22:00;1,00;;Да
10.12.2022;19 Трамваи;19;3;2;5302 (тм);ж/д Старая деревня;10.12.2022 23:45:00;10.12.2022 23:46:00;;18;Да
11.12.2022;19 Трамваи;19;1;1;5104 (тм);ж/д Старая деревня;11.12.2022 7:30:00;11.12.2022 7:31:00;1,00;;Да
11.12.2022;19 Трамваи;19;1;2;5104 (тм);ж/д Старая деревня;11.12.2022 23:31:00;11.12.2022 23:32:00;;18;Да
11.12.2022;19 Трамваи;19;2;1;5306 (тм);ж/д Старая деревня;11.12.2022 7:50:00;11.12.2022 7:51:00;1,00;;Да
11.12.2022;19 Трамваи;19;2;2;5306 (тм);ж/д Старая деревня;11.12.2022 23:18:00;11.12.2022 23:19:00;;18;Да
11.12.2022;19 Трамваи;19;3;1;5125 (тм);ж/д Старая деревня;11.12.2022 8:21:00;11.12.2022 8:22:00;1,00;;Да
11.12.2022;19 Трамваи;19;3;2;5125 (тм);ж/д Старая деревня;11.12.2022 23:45:00;11.12.2022 23:46:00;;18;Да
12.12.2022;19 Трамваи;19;1;1;5301 (тм);ж/д Старая деревня;12.12.2022 5:51:00;12.12.2022 5:52:00;1,00;;Да
12.12.2022;19 Трамваи;19;1;2;5301 (тм);ж/д Старая деревня;12.12.2022 22:13:00;12.12.2022 22:14:00;;18;Да
12.12.2022;19 Трамваи;19;2;1;5012 (тм);ж/д Старая деревня;12.12.2022 6:04:00;12.12.2022 6:05:00;1,00;;Да
12.12.2022;19 Трамваи;19;2;1;5012 (тм);ж/д Старая деревня;12.12.2022 12:32:00;12.12.2022 12:33:00;;19;Да
12.12.2022;19 Трамваи;19;2;2;5012 (тм);ж/д Старая деревня;12.12.2022 17:19:00;12.12.2022 17:20:00;1,00;;Да
12.12.2022;19 Трамваи;19;2;2;5030 (тм);ж/д Старая деревня;13.12.2022 0:40:00;13.12.2022 0:41:00;;18;Да
12.12.2022;19 Трамваи;19;3;1;5303 (тм);ж/д Старая деревня;12.12.2022 6:18:00;12.12.2022 6:19:00;1,00;;Да
12.12.2022;19 Трамваи;19;3;2;5303 (тм);ж/д Старая деревня;12.12.2022 21:46:00;12.12.2022 21:47:00;;18;Да
12.12.2022;19 Трамваи;19;4;1;5305 (тм);ж/д Старая деревня;12.12.2022 7:07:00;12.12.2022 7:08:00;1,00;;Да
12.12.2022;19 Трамваи;19;4;2;5305 (тм);ж/д Старая деревня;13.12.2022 0:19:00;13.12.2022 0:20:00;;18;Да
12.12.2022;19 Трамваи;19;5;2;5304 (тм);ж/д Старая деревня;12.12.2022 17:34:00;12.12.2022 17:35:00;1,00;;Да
12.12.2022;19 Трамваи;19;5;2;5304 (тм);ж/д Старая деревня;13.12.2022 0:47:00;13.12.2022 0:48:00;;18;Да
13.12.2022;19 Трамваи;19;1;1;5304 (тм);ж/д Старая деревня;13.12.2022 5:51:00;13.12.2022 5:52:00;1,00;;Да
13.12.2022;19 Трамваи;19;1;2;5304 (тм);ж/д Старая деревня;13.12.2022 22:13:00;13.12.2022 22:14:00;;18;Да
13.12.2022;19 Трамваи;19;2;1;5104 (тм);ж/д Старая деревня;13.12.2022 6:04:00;13.12.2022 6:05:00;1,00;;Да
13.12.2022;19 Трамваи;19;2;1;5104 (тм);ж/д Старая деревня;13.12.2022 12:32:00;13.12.2022 12:33:00;;19;Да
13.12.2022;19 Трамваи;19;2;2;5104 (тм);ж/д Старая деревня;13.12.2022 17:19:00;13.12.2022 17:20:00;1,00;;Да
13.12.2022;19 Трамваи;19;2;2;5104 (тм);ж/д Старая деревня;14.12.2022 0:33:00;14.12.2022 0:34:00;;18;Да
13.12.2022;19 Трамваи;19;3;1;5301 (тм);ж/д Старая деревня;13.12.2022 6:18:00;13.12.2022 6:19:00;1,00;;Да
13.12.2022;19 Трамваи;19;3;2;5301 (тм);ж/д Старая деревня;13.12.2022 21:46:00;13.12.2022 21:47:00;;18;Да
13.12.2022;19 Трамваи;19;4;1;5044 (тм);ж/д Старая деревня;13.12.2022 7:07:00;13.12.2022 7:08:00;1,00;;Да
13.12.2022;19 Трамваи;19;4;2;5044 (тм);ж/д Старая деревня;14.12.2022 0:19:00;14.12.2022 0:20:00;;18;Да
13.12.2022;19 Трамваи;19;5;2;5303 (тм);ж/д Старая деревня;13.12.2022 17:34:00;13.12.2022 17:35:00;1,00;;Да
13.12.2022;19 Трамваи;19;5;2;5303 (тм);ж/д Старая деревня;14.12.2022 0:47:00;14.12.2022 0:48:00;;18;Да
14.12.2022;19 Трамваи;19;1;1;5303 (тм);ж/д Старая деревня;14.12.2022 5:51:00;14.12.2022 5:52:00;1,00;;Да
14.12.2022;19 Трамваи;19;1;2;5303 (тм);ж/д Старая деревня;14.12.2022 22:13:00;14.12.2022 22:14:00;;18;Да
14.12.2022;19 Трамваи;19;2;1;5306 (тм);ж/д Старая деревня;14.12.2022 6:04:00;14.12.2022 6:05:00;1,00;;Да
14.12.2022;19 Трамваи;19;2;1;5306 (тм);ж/д Старая деревня;14.12.2022 12:32:00;14.12.2022 12:33:00;;19;Да
14.12.2022;19 Трамваи;19;2;2;5306 (тм);ж/д Старая деревня;14.12.2022 17:19:00;14.12.2022 17:20:00;1,00;;Да
14.12.2022;19 Трамваи;19;2;2;5306 (тм);ж/д Старая деревня;15.12.2022 0:33:00;15.12.2022 0:34:00;;18;Да
14.12.2022;19 Трамваи;19;3;1;5104 (тм);ж/д Старая деревня;14.12.2022 6:18:00;14.12.2022 6:19:00;1,00;;Да
14.12.2022;19 Трамваи;19;3;2;5104 (тм);ж/д Старая деревня;14.12.2022 21:46:00;14.12.2022 21:47:00;;18;Да
14.12.2022;19 Трамваи;19;4;1;5063 (тм);ж/д Старая деревня;14.12.2022 7:07:00;14.12.2022 7:08:00;1,00;;Да
14.12.2022;19 Трамваи;19;4;2;5063 (тм);ж/д Старая деревня;15.12.2022 0:19:00;15.12.2022 0:20:00;;18;Да
14.12.2022;19 Трамваи;19;5;2;5302 (тм);ж/д Старая деревня;14.12.2022 17:34:00;14.12.2022 17:35:00;1,00;;Да
14.12.2022;19 Трамваи;19;5;2;5302 (тм);ж/д Старая деревня;15.12.2022 0:47:00;15.12.2022 0:48:00;;18;Да
15.12.2022;19 Трамваи;19;1;1;5305 (тм);ж/д Старая деревня;15.12.2022 5:51:00;15.12.2022 5:52:00;1,00;;Да
15.12.2022;19 Трамваи;19;1;2;5305 (тм);ж/д Старая деревня;15.12.2022 22:13:00;15.12.2022 22:14:00;;18;Да
15.12.2022;19 Трамваи;19;2;1;5306 (тм);ж/д Старая деревня;15.12.2022 6:04:00;15.12.2022 6:05:00;1,00;;Да
15.12.2022;19 Трамваи;19;2;1;5306 (тм);ж/д Старая деревня;15.12.2022 12:32:00;15.12.2022 12:33:00;;19;Да
15.12.2022;19 Трамваи;19;2;2;5317 (тм);ж/д Старая деревня;15.12.2022 17:19:00;15.12.2022 17:20:00;1,00;;Да
15.12.2022;19 Трамваи;19;2;2;5317 (тм);ж/д Старая деревня;16.12.2022 0:33:00;16.12.2022 0:34:00;;18;Да
15.12.2022;19 Трамваи;19;3;1;5104 (тм);ж/д Старая деревня;15.12.2022 6:18:00;15.12.2022 6:19:00;1,00;;Да
15.12.2022;19 Трамваи;19;3;2;5104 (тм);ж/д Старая деревня;15.12.2022 21:46:00;15.12.2022 21:47:00;;18;Да
15.12.2022;19 Трамваи;19;4;2;5125 (тм);ж/д Старая деревня;16.12.2022 0:19:00;16.12.2022 0:20:00;;18;Да
15.12.2022;19 Трамваи;19;5;2;5301 (тм);ж/д Старая деревня;15.12.2022 17:34:00;15.12.2022 17:35:00;1,00;;Да
15.12.2022;19 Трамваи;19;5;2;5301 (тм);ж/д Старая деревня;16.12.2022 0:47:00;16.12.2022 0:48:00;;18;Да
15.12.2022;19 Трамваи;19;4;1;5125 (тм);ж/д Старая деревня;15.12.2022 7:07:00;15.12.2022 7:08:00;1,00;;Да
16.12.2022;19 Трамваи;19;1;1;5301 (тм);ж/д Старая деревня;16.12.2022 5:51:00;16.12.2022 5:52:00;1,00;;Да
16.12.2022;19 Трамваи;19;1;2;5301 (тм);ж/д Старая деревня;16.12.2022 22:13:00;16.12.2022 22:14:00;;18;Да
16.12.2022;19 Трамваи;19;2;1;5104 (тм);ж/д Старая деревня;16.12.2022 6:04:00;16.12.2022 6:05:00;1,00;;Да
16.12.2022;19 Трамваи;19;2;1;5104 (тм);ж/д Старая деревня;16.12.2022 12:32:00;16.12.2022 12:33:00;;19;Да
16.12.2022;19 Трамваи;19;2;2;5104 (тм);ж/д Старая деревня;16.12.2022 17:19:00;16.12.2022 17:20:00;1,00;;Да
16.12.2022;19 Трамваи;19;2;2;5104 (тм);ж/д Старая деревня;17.12.2022 0:33:00;17.12.2022 0:34:00;;18;Да
16.12.2022;19 Трамваи;19;3;1;5303 (тм);ж/д Старая деревня;16.12.2022 6:18:00;16.12.2022 6:19:00;1,00;;Да
16.12.2022;19 Трамваи;19;3;2;5303 (тм);ж/д Старая деревня;16.12.2022 21:46:00;16.12.2022 21:47:00;;18;Да
16.12.2022;19 Трамваи;19;4;1;5125 (тм);ж/д Старая деревня;16.12.2022 7:07:00;16.12.2022 7:08:00;1,00;;Да
16.12.2022;19 Трамваи;19;4;2;5125 (тм);ж/д Старая деревня;17.12.2022 0:19:00;17.12.2022 0:20:00;;18;Да
16.12.2022;19 Трамваи;19;5;2;5304 (тм);ж/д Старая деревня;16.12.2022 17:34:00;16.12.2022 17:35:00;1,00;;Да
16.12.2022;19 Трамваи;19;5;2;5304 (тм);ж/д Старая деревня;17.12.2022 0:47:00;17.12.2022 0:48:00;;18;Да
17.12.2022;19 Трамваи;19;1;1;5104 (тм);ж/д Старая деревня;17.12.2022 7:30:00;17.12.2022 7:31:00;1,00;;Да
17.12.2022;19 Трамваи;19;1;2;5104 (тм);ж/д Старая деревня;17.12.2022 23:31:00;17.12.2022 23:32:00;;18;Да
17.12.2022;19 Трамваи;19;2;1;5303 (тм);ж/д Старая деревня;17.12.2022 7:50:00;17.12.2022 7:51:00;1,00;;Да
17.12.2022;19 Трамваи;19;2;2;5303 (тм);ж/д Старая деревня;17.12.2022 23:18:00;17.12.2022 23:19:00;;18;Да
17.12.2022;19 Трамваи;19;3;1;5305 (тм);ж/д Старая деревня;17.12.2022 8:21:00;17.12.2022 8:22:00;1,00;;Да
17.12.2022;19 Трамваи;19;3;2;5305 (тм);ж/д Старая деревня;17.12.2022 23:45:00;17.12.2022 23:46:00;;18;Да
18.12.2022;19 Трамваи;19;1;1;5303 (тм);ж/д Старая деревня;18.12.2022 7:30:00;18.12.2022 7:31:00;1,00;;Да
18.12.2022;19 Трамваи;19;1;2;5303 (тм);ж/д Старая деревня;18.12.2022 23:31:00;18.12.2022 23:32:00;;18;Да
18.12.2022;19 Трамваи;19;2;1;5302 (тм);ж/д Старая деревня;18.12.2022 7:50:00;18.12.2022 7:51:00;1,00;;Да
18.12.2022;19 Трамваи;19;2;2;5302 (тм);ж/д Старая деревня;18.12.2022 23:18:00;18.12.2022 23:19:00;;18;Да
18.12.2022;19 Трамваи;19;3;1;5104 (тм);ж/д Старая деревня;18.12.2022 8:21:00;18.12.2022 8:22:00;1,00;;Да
18.12.2022;19 Трамваи;19;3;2;5104 (тм);ж/д Старая деревня;18.12.2022 23:45:00;18.12.2022 23:46:00;;18;Да
19.12.2022;19 Трамваи;19;1;1;5301 (тм);ж/д Старая деревня;19.12.2022 5:51:00;19.12.2022 5:52:00;1,00;;Да
19.12.2022;19 Трамваи;19;1;2;5301 (тм);ж/д Старая деревня;19.12.2022 22:13:00;19.12.2022 22:14:00;;18;Да
19.12.2022;19 Трамваи;19;2;1;5104 (тм);ж/д Старая деревня;19.12.2022 6:04:00;19.12.2022 6:05:00;1,00;;Да
19.12.2022;19 Трамваи;19;2;1;5104 (тм);ж/д Старая деревня;19.12.2022 12:32:00;19.12.2022 12:33:00;;19;Да
19.12.2022;19 Трамваи;19;2;2;5104 (тм);ж/д Старая деревня;19.12.2022 17:19:00;19.12.2022 17:20:00;1,00;;Да
19.12.2022;19 Трамваи;19;2;2;5104 (тм);ж/д Старая деревня;20.12.2022 0:33:00;20.12.2022 0:34:00;;18;Да
19.12.2022;19 Трамваи;19;3;1;5304 (тм);ж/д Старая деревня;19.12.2022 6:18:00;19.12.2022 6:19:00;1,00;;Да
19.12.2022;19 Трамваи;19;3;2;5304 (тм);ж/д Старая деревня;19.12.2022 21:46:00;19.12.2022 21:47:00;;18;Да
19.12.2022;19 Трамваи;19;4;1;5302 (тм);ж/д Старая деревня;19.12.2022 7:07:00;19.12.2022 7:08:00;1,00;;Да
19.12.2022;19 Трамваи;19;4;2;5302 (тм);ж/д Старая деревня;20.12.2022 0:19:00;20.12.2022 0:20:00;;18;Да
19.12.2022;19 Трамваи;19;5;2;5303 (тм);ж/д Старая деревня;19.12.2022 17:34:00;19.12.2022 17:35:00;1,00;;Да
19.12.2022;19 Трамваи;19;5;2;5303 (тм);ж/д Старая деревня;20.12.2022 0:47:00;20.12.2022 0:48:00;;18;Да
